ReviewerName,ProviderName,DateVisited,ReviewDate,ReviewText,ReviewerNumReviews,ReviewType,ReviewHelpful,ReviewerLocationState,ReviewerAge,ReviewerPhotos,ReviewURL,ReviewerPoints,ClassType,ReviewPicture,ReviewNumPic,ReviewerNumHelpful,ReviewerLevelContrib,ReviewMobile,ReviewTitle,ReviewerLocationCity,ProviderLocation,ReviewerSince,PointsRate
Ekom,The Copacabana Times Square,08/01,None found,Wonderful atmosphere. So friendly. This is a classy club with so much history. So much a part of the New York scene. You have to experience this club at least once in your life.,40,Solo,,New York, 50-64 year old female ,,https://www.tripadvisor.com//ShowUserReviews-g60763-d2259073-r304136165-The_Copacabana_Times_Square-New_York_City_New_York.html#REVIEWS,4547,Dance,No,0,22,04,No,Amazing Experience,New York City,"268 West 47th Street , & 8th Avenue , New York City , NY 10036", Jun 2006,5
93mom,The Copacabana Times Square,07/01,None found,"I have never given a bad review until now. I would not even given a 1 star but that was the minimum. I came to this club from the Philly are for a private event of ballroom dance. Tickets were purchased 2 months prior. It was an extremely hot and humid day. Arrived after 6 pm and told they would not open til 7pm. We went across the street to a sports bar restaurant to have a snack and water to stay cool. At 7pm we ventured back and a line had formed outside and were still not letting anyone in. I stood in front of a pizza shop which had its oven exhaust blowing on me on top of the extreme heat outside. I started to not feel well due to the heat. Finally at 7:25 they started letting the line in. By the time I managed the second set of stairs I collapsed from the heat. If it were not for my husband to go in search of water to help revive me I do not know what would have happened. The security thugs in the place were pushing me down the steps and wanted me to go outside back into the heat which caused the problem, as opposed to letting me sit in a chair at the top of the landing and recover. A scene ensued to remove me to the outside to walk around and come back. We went back to sports bar and an angel of a hostess saw that I looked piqued and offered to give me a huge cup of ice water which made me feel so much better. I really wanted to go ballroom dancing and we came a long way. We returned and found that we could not attend the event by the security thugs. We were told to leave. I thank God nothing serious happened for they would be held responsible. What a horrible establishment. I have never been treated as poorly as their security staff did and pushing me down the steps was uncalled for.",67,Solo,,New Jersey,No Age Found,24,https://www.tripadvisor.com//ShowUserReviews-g60763-d2259073-r290443519-The_Copacabana_Times_Square-New_York_City_New_York.html#REVIEWS,7455,Dance,No,0,30,05,No,A night of DISGUST,Hamilton,"268 West 47th Street , & 8th Avenue , New York City , NY 10036", Jul 2010,1
Rebeca R,The Copacabana Times Square,01/01,None found,I went to this club and had a wonderful time. Had some drinks almost ever body was dancing mostly there were females in the club not alot of men there were dressed like when you really go to any other club dressing sexy they had good Spanish and American music very laoud could not even talk any young or party person would want to go.,9,Solo,4,, Female ,,https://www.tripadvisor.com//ShowUserReviews-g60763-d2259073-r261817135-The_Copacabana_Times_Square-New_York_City_New_York.html#REVIEWS,905,Dance,No,0,5,02,Yes,Exciting night,,"268 West 47th Street , & 8th Avenue , New York City , NY 10036", Jun 2014,3
Paula L,The Copacabana Times Square,01/01,None found,"Excellent music and atmosphere for salsa music lovers, that's the place to go, the drinks were sensible priced so you don't need a fortune to have a good time. Highly recommended.",33,Solo,1,United Kingdom, 35-49 year old female ,7,https://www.tripadvisor.com//ShowUserReviews-g60763-d2259073-r251289929-The_Copacabana_Times_Square-New_York_City_New_York.html#REVIEWS,3560,Dance,No,0,15,04,No,Fantastic night out,Rugeley,"268 West 47th Street , & 8th Avenue , New York City , NY 10036", Apr 2012,5
Ekom,The Copacabana Times Square,05/01,None found,The copa is so much fun. It's beautiful and a nyc icon. The place is full of glitz and glamour that you expect on a night out in the greatest city in the world.,40,Solo,4,New York, 50-64 year old female ,,https://www.tripadvisor.com//ShowUserReviews-g60763-d2259073-r212844666-The_Copacabana_Times_Square-New_York_City_New_York.html#REVIEWS,4547,Dance,No,0,22,04,No,New York fun,New York City,"268 West 47th Street , & 8th Avenue , New York City , NY 10036", Jun 2006,5
Spiderwebb1977,The Copacabana Times Square,02/01,None found,"Went out dancing expecting a Latin club, to find out this place was a youth hang out bar. My friend and I must of danced 5 songs (Latin), throughout the whole night. We were disappointed, since we had heard great reviews about this place. If your 20 years old, a great place ... if your 35 and over, not the place you want to be. Just my opinion.",11,Solo,2,Canada,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d2259073-r207557456-The_Copacabana_Times_Square-New_York_City_New_York.html#REVIEWS,1123,Dance,No,0,8,03,No,Latin club???,Sudbury,"268 West 47th Street , & 8th Avenue , New York City , NY 10036", Dec 2012,3
jasian881,The Copacabana Times Square,02/01,None found,"I've been to the Copa many times for salsa dancing. People have to understand this is a dance club. Don't expect any seating and services. Must check your coat and bag for $3.00, cannot bring your own water. There are lots of salsa dancers all different levels. You can bring your own dance partner or find one easily. The classes are very basic. Usually there are buffets early in the evening. If you get there early, the price is very reasonable (from free to $5.00 $10.00 depend on the activity). Best for group celebration. It's a great place to have fun!",10,Couples,1,New York,No Age Found,6,https://www.tripadvisor.com//ShowUserReviews-g60763-d2259073-r350685730-The_Copacabana_Times_Square-New_York_City_New_York.html#REVIEWS,1188,Dance,No,0,8,03,No,"Great spot for Salsa dancing, bring your dancing shoes",New York City,"268 West 47th Street , & 8th Avenue , New York City , NY 10036", Aug 2015,4
Luv2travel2014d,The Copacabana Times Square,01/01,None found,Went for New Years paid 260 for my fiancé and I. I was so excited to ring in the new year in what people say is the hottest club in NYC. After waiting OUTSIDE for almost 2 hours to get in because they say get there by 7 We got there at 6:15pm and went to one line then they made us got to another one. We waited in that one and did not get in until quarter after 8. ABSOLUTELY RIDICULOUS. Open bar 4 hours- well less then that since we got in AFTER 8. That was a joke anyway it was cheap liquor and they didn't even carry or make half decent drinks. Bartender continued ignoring us at the bar. It was said floors 2 and 3 for general admission. We were stuck on ONE floor. Not at all what I paid for. Also said we would get New Years stuff I got a headband and the husband didn't get anything because they ran out of hats. When my husband asked if he could go outside and smoke they said ask security and security said not right now. The buffet was the only thing that surprised me to be half decent. The food was good but it was cold because they opened the stuff around 8:20 but nobody could eat until 9. As I have read through the reviews I notice you thank people for their positive reviews but not so much the negative. So I don't expect anything back because I'm sure you won't respond. Word of mouth is strong. I will continue to tell people U DON'T GET WHAT YOU PAY FOR WHEN YOU BUY TICKETS TO THE NEW YEARS EVENT. Pictures from what lead me to purchase the event tickets here. So much false advertisement with this establishment and they give a pathetic I'm sorry you feel this way in response to negative reviews. Do not do anything about it. They requested I email and I did and after 4 days still NO RESPONSE! Poor customer service for a poor establishment!,15,Couples,,South Carolina,No Age Found,4,https://www.tripadvisor.com//ShowUserReviews-g60763-d2259073-r337399897-The_Copacabana_Times_Square-New_York_City_New_York.html#REVIEWS,1728,Dance,No,0,8,03,Yes,Horrible 0 stars,Myrtle Beach,"268 West 47th Street , & 8th Avenue , New York City , NY 10036", Mar 2014,1
Frank877,The Copacabana Times Square,10/01,None found,"We went to Copacabana for the Salsa class. The instructor was exuberant and energetic. Too bad the class ended after 20 minutes because someone fainted during the class. At 10PM the party was suppose to move upstairs but it was delayed until 11PM. Our group party moved upstairs and sat in one the areas ( NO RESERVED CARD). About one hour later, somebody tells me our area is reserved for a birthday party. Next comes the waitress and bouncer, after a few minutes we are informed unless we moved out we are going to be thrown out of the club. Fearing for an altercation we moved to another area but the gesture ruined the evening and we left. No, we did not talk to manager because we though it was going to be fruitless to talk to them.",5,Couples,,New York, 50-64 year old male ,3,https://www.tripadvisor.com//ShowUserReviews-g60763-d2259073-r319534333-The_Copacabana_Times_Square-New_York_City_New_York.html#REVIEWS,1961,Dance,No,0,1,03,No,Reserve Tables are invisible,New York City,"268 West 47th Street , & 8th Avenue , New York City , NY 10036", Mar 2012,1
Neena1121,The Copacabana Times Square,09/01,None found,"not a fan. their is no seating and I have a problem with that. You only get to sit down if you pay for bottle service!! women wear heels out and our feet believe it or not hurt at the end of a long day so to have no seating is a problem, I had to sit on a stage with the DJ music blasting in my ears not a good first impression. Cant say much for anything else due to my feet hurting because i had to stand most of the night!",84,Couples,1,New Jersey, 35-49 year old female ,,https://www.tripadvisor.com//ShowUserReviews-g60763-d2259073-r310201937-The_Copacabana_Times_Square-New_York_City_New_York.html#REVIEWS,8561,Dance,No,0,36,05,No,no seating for the heel wearing woman!,Pennsauken,"268 West 47th Street , & 8th Avenue , New York City , NY 10036", Sep 2007,2
Ekom,The Copacabana Times Square,08/01,None found,Wonderful atmosphere. So friendly. This is a classy club with so much history. So much a part of the New York scene. You have to experience this club at least once in your life.,40,Couples,,New York, 50-64 year old female ,,https://www.tripadvisor.com//ShowUserReviews-g60763-d2259073-r304136165-The_Copacabana_Times_Square-New_York_City_New_York.html#REVIEWS,4547,Dance,No,0,22,04,No,Amazing Experience,New York City,"268 West 47th Street , & 8th Avenue , New York City , NY 10036", Jun 2006,5
93mom,The Copacabana Times Square,07/01,None found,"I have never given a bad review until now. I would not even given a 1 star but that was the minimum. I came to this club from the Philly are for a private event of ballroom dance. Tickets were purchased 2 months prior. It was an extremely hot and humid day. Arrived after 6 pm and told they would not open til 7pm. We went across the street to a sports bar restaurant to have a snack and water to stay cool. At 7pm we ventured back and a line had formed outside and were still not letting anyone in. I stood in front of a pizza shop which had its oven exhaust blowing on me on top of the extreme heat outside. I started to not feel well due to the heat. Finally at 7:25 they started letting the line in. By the time I managed the second set of stairs I collapsed from the heat. If it were not for my husband to go in search of water to help revive me I do not know what would have happened. The security thugs in the place were pushing me down the steps and wanted me to go outside back into the heat which caused the problem, as opposed to letting me sit in a chair at the top of the landing and recover. A scene ensued to remove me to the outside to walk around and come back. We went back to sports bar and an angel of a hostess saw that I looked piqued and offered to give me a huge cup of ice water which made me feel so much better. I really wanted to go ballroom dancing and we came a long way. We returned and found that we could not attend the event by the security thugs. We were told to leave. I thank God nothing serious happened for they would be held responsible. What a horrible establishment. I have never been treated as poorly as their security staff did and pushing me down the steps was uncalled for.",67,Couples,,New Jersey,No Age Found,24,https://www.tripadvisor.com//ShowUserReviews-g60763-d2259073-r290443519-The_Copacabana_Times_Square-New_York_City_New_York.html#REVIEWS,7455,Dance,No,0,30,05,No,A night of DISGUST,Hamilton,"268 West 47th Street , & 8th Avenue , New York City , NY 10036", Jul 2010,1
Rebeca R,The Copacabana Times Square,01/01,None found,I went to this club and had a wonderful time. Had some drinks almost ever body was dancing mostly there were females in the club not alot of men there were dressed like when you really go to any other club dressing sexy they had good Spanish and American music very laoud could not even talk any young or party person would want to go.,9,Couples,4,, Female ,,https://www.tripadvisor.com//ShowUserReviews-g60763-d2259073-r261817135-The_Copacabana_Times_Square-New_York_City_New_York.html#REVIEWS,905,Dance,No,0,5,02,Yes,Exciting night,,"268 West 47th Street , & 8th Avenue , New York City , NY 10036", Jun 2014,3
Paula L,The Copacabana Times Square,01/01,None found,"Excellent music and atmosphere for salsa music lovers, that's the place to go, the drinks were sensible priced so you don't need a fortune to have a good time. Highly recommended.",33,Couples,1,United Kingdom, 35-49 year old female ,7,https://www.tripadvisor.com//ShowUserReviews-g60763-d2259073-r251289929-The_Copacabana_Times_Square-New_York_City_New_York.html#REVIEWS,3560,Dance,No,0,15,04,No,Fantastic night out,Rugeley,"268 West 47th Street , & 8th Avenue , New York City , NY 10036", Apr 2012,5
Ekom,The Copacabana Times Square,05/01,None found,The copa is so much fun. It's beautiful and a nyc icon. The place is full of glitz and glamour that you expect on a night out in the greatest city in the world.,40,Couples,4,New York, 50-64 year old female ,,https://www.tripadvisor.com//ShowUserReviews-g60763-d2259073-r212844666-The_Copacabana_Times_Square-New_York_City_New_York.html#REVIEWS,4547,Dance,No,0,22,04,No,New York fun,New York City,"268 West 47th Street , & 8th Avenue , New York City , NY 10036", Jun 2006,5
Spiderwebb1977,The Copacabana Times Square,02/01,None found,"Went out dancing expecting a Latin club, to find out this place was a youth hang out bar. My friend and I must of danced 5 songs (Latin), throughout the whole night. We were disappointed, since we had heard great reviews about this place. If your 20 years old, a great place ... if your 35 and over, not the place you want to be. Just my opinion.",11,Couples,2,Canada,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d2259073-r207557456-The_Copacabana_Times_Square-New_York_City_New_York.html#REVIEWS,1123,Dance,No,0,8,03,No,Latin club???,Sudbury,"268 West 47th Street , & 8th Avenue , New York City , NY 10036", Dec 2012,3
Dan D,Cellar Bar,01/01,None found,"I was keen to check out this venue before we got to NYC because it looked very cool, so we popped in for a drink one night and although the bar has a great feel, the staff sort of blew it for us. We stayed for 1 drink and left.",69,Solo,,Australia, 25-34 year old male ,16,https://www.tripadvisor.com//ShowUserReviews-g60763-d548430-r343442770-Cellar_Bar-New_York_City_New_York.html#REVIEWS,8585,Dance,No,0,15,05,No,"Nice place, VERY expensive drinks & the staff came across a little arrogant.",Gold Coast,"40 W. 40th St , New York City , NY", Jul 2014,3
JaneMcc1965,Cellar Bar,11/01,None found,As a hotel resident we often visit the cellar bar. The atmosphere is great and we get well looked after by the staff. Drinks are priced as you would expect for this prime location.,59,Solo,,United Kingdom, 35-49 year old female ,1,https://www.tripadvisor.com//ShowUserReviews-g60763-d548430-r332466583-Cellar_Bar-New_York_City_New_York.html#REVIEWS,5991,Dance,No,0,36,05,No,Great atmosphere,Manchester,"40 W. 40th St , New York City , NY", Nov 2010,4
CrewelFours,Cellar Bar,07/01,None found,"A unique dark and sexy bar (would you expect any less from the Bryant Park Hotel?) ideal for a pre or post dinner drink in Midtown. Solid drinks, immersive design and an ideal place to meet up before dinner or late night plans. The energy increases into the night, so if you're looking for more of a party, head out later in the evening.",10,Solo,,Raleigh, 35-49 year old female ,,https://www.tripadvisor.com//ShowUserReviews-g60763-d548430-r295802893-Cellar_Bar-New_York_City_New_York.html#REVIEWS,1011,Dance,No,0,6,03,No,"Dark, sexy, mysterious",,"40 W. 40th St , New York City , NY", Jan 2009,5
rnarisetti,Cellar Bar,06/01,None found,"It is dark enough that you would need to use the candles on the bar or tables to read the very short menu. One of those trendy NY bars with $16 for a glass of wine and not particularly comfortable seating. But a strong redeeming quality is that it is relatively empty in what is a fairly busy neighborhood so if you want a somewhat quiet drink in dark surroundings, by all means go for it.",333,Solo,1,New York, 35-49 year old male ,,https://www.tripadvisor.com//ShowUserReviews-g60763-d548430-r286537150-Cellar_Bar-New_York_City_New_York.html#REVIEWS,33569,Dance,No,0,124,06,No,Cellar Bar at Bryant Park Hotel,New York City,"40 W. 40th St , New York City , NY", May 2006,3
Donna S,Cellar Bar,06/01,None found,Went here after dinner at the Bryant Park Grill. We had some great martinis and enjoyed the place it is very unique and has a wine cellar feel.,81,Solo,,Ohio,No Age Found,5,https://www.tripadvisor.com//ShowUserReviews-g60763-d548430-r281932430-Cellar_Bar-New_York_City_New_York.html#REVIEWS,8479,Dance,No,0,14,05,Yes,First night in the City,Batavia,"40 W. 40th St , New York City , NY", Sep 2010,4
Jay11771,Cellar Bar,03/01,None found,"We had an awful experience at the Cellar Bar at the hotel. The bartender was paid $350 in cash for drinks for our group and when we sat back down and the drinks never came we went back up to see what happened- the bartender said we never paid! The 'manager' on duty said she would 'handle it' but moments later the bartender disappears and never returns. The manager leads me and my friend into the stairwell, now with two security guards, and claims theres no way to tell what happened and honestly finishes with ""what are you going to do about it?""?!?!?!?! I've never been in a bullying situation but I honestly never want to be again. We left immediately, all of us, it was so crazy. BUT they weren't done! When I looked at my account this morning they had added more money onto one of my already paid bills! This place has quite the scam going and in a way that nasty manager was right- what can you do about it? Basically, I would stay away from the Bryant Park Hotel- New York is too great a place to be wasted spending it with these thugs.",4,Solo,10,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d548430-r263564878-Cellar_Bar-New_York_City_New_York.html#REVIEWS,418,Dance,No,0,18,01,No,They stole my money and claimed it never happened!,Staten Island,"40 W. 40th St , New York City , NY", Nov 2012,2
Kelley C,Cellar Bar,03/01,None found,"We were staying at the Bryant Park Hotel and decided to visit the Cellar Bar prior to going to dinner. We were the first to enter as it opened, got up to the bar and was immediately greeted by Jamie (our bartender). Jamie rocked!!! Made us feel right at home and was very attentive to not just us but all of his customers. HE made the bar special for us and just could not have been a more fantastic guy! Fun place!",30,Solo,,North Carolina, 35-49 year old female ,2,https://www.tripadvisor.com//ShowUserReviews-g60763-d548430-r262881803-Cellar_Bar-New_York_City_New_York.html#REVIEWS,3065,Dance,No,0,5,04,No,Unique and Cool Ambience,Cary,"40 W. 40th St , New York City , NY", Mar 2015,5
DrKatSmith,Cellar Bar,11/01,None found,"The Cellar Bar at the Bryant Park Hotel is the classiest of places with style, ambiance and great service. Located just below the hotel, this spot has great music and mixologists Tashi, Jaime and Christian know how to serve up some tasty drinks. Love the place.",131,Solo,,"Texas, United States", 50-64 year old female ,27,https://www.tripadvisor.com//ShowUserReviews-g60763-d548430-r239352176-Cellar_Bar-New_York_City_New_York.html#REVIEWS,14004,Dance,No,0,34,06,No,Ambiance and Style,Dallas,"40 W. 40th St , New York City , NY", Aug 2013,5
missjean64,Cellar Bar,09/01,None found,"$27 for 2 drinks? Actually 1 shot and 1 drink.... DJ wasn't that great, but the crowd made up for everything else.",61,Solo,,New York, Female ,10,https://www.tripadvisor.com//ShowUserReviews-g60763-d548430-r229343085-Cellar_Bar-New_York_City_New_York.html#REVIEWS,7021,Dance,No,0,26,05,No,First impression,Woodstock,"40 W. 40th St , New York City , NY", Nov 2003,3
mrg0nzalez,Cellar Bar,07/01,None found,"The Cellar Bar in the Hotel Bryant Park is a very nice and appealing space for getting together with friends or co-workers after work or late in the evening. Very spacious and extremely dark with great dance music. Fantastic ambiance late in the evening after 11pm with 2 beautiful female dancers above the bar. My only issue was the prices of the drinks. Happy hour is much easier on the wallet, but it does not have the same feeling as the night time crowd. A great time can be had whenever you choose to go, but keep in mind that prices jump in the evening if you like to throw back some cocktails as much as I do. Cheers!",22,Solo,,New York,Male ,7,https://www.tripadvisor.com//ShowUserReviews-g60763-d548430-r229283245-Cellar_Bar-New_York_City_New_York.html#REVIEWS,2441,Dance,No,0,21,03,No,Great space but thick wallet needed!,New York City,"40 W. 40th St , New York City , NY", Mar 2009,5
Dan D,Cellar Bar,01/01,None found,"I was keen to check out this venue before we got to NYC because it looked very cool, so we popped in for a drink one night and although the bar has a great feel, the staff sort of blew it for us. We stayed for 1 drink and left.",69,Couples,,Australia, 25-34 year old male ,16,https://www.tripadvisor.com//ShowUserReviews-g60763-d548430-r343442770-Cellar_Bar-New_York_City_New_York.html#REVIEWS,8585,Dance,No,0,15,05,No,"Nice place, VERY expensive drinks & the staff came across a little arrogant.",Gold Coast,"40 W. 40th St , New York City , NY", Jul 2014,3
JaneMcc1965,Cellar Bar,11/01,None found,As a hotel resident we often visit the cellar bar. The atmosphere is great and we get well looked after by the staff. Drinks are priced as you would expect for this prime location.,59,Couples,,United Kingdom, 35-49 year old female ,1,https://www.tripadvisor.com//ShowUserReviews-g60763-d548430-r332466583-Cellar_Bar-New_York_City_New_York.html#REVIEWS,5991,Dance,No,0,36,05,No,Great atmosphere,Manchester,"40 W. 40th St , New York City , NY", Nov 2010,4
CrewelFours,Cellar Bar,07/01,None found,"A unique dark and sexy bar (would you expect any less from the Bryant Park Hotel?) ideal for a pre or post dinner drink in Midtown. Solid drinks, immersive design and an ideal place to meet up before dinner or late night plans. The energy increases into the night, so if you're looking for more of a party, head out later in the evening.",10,Couples,,Raleigh, 35-49 year old female ,,https://www.tripadvisor.com//ShowUserReviews-g60763-d548430-r295802893-Cellar_Bar-New_York_City_New_York.html#REVIEWS,1011,Dance,No,0,6,03,No,"Dark, sexy, mysterious",,"40 W. 40th St , New York City , NY", Jan 2009,5
rnarisetti,Cellar Bar,06/01,None found,"It is dark enough that you would need to use the candles on the bar or tables to read the very short menu. One of those trendy NY bars with $16 for a glass of wine and not particularly comfortable seating. But a strong redeeming quality is that it is relatively empty in what is a fairly busy neighborhood so if you want a somewhat quiet drink in dark surroundings, by all means go for it.",333,Couples,1,New York, 35-49 year old male ,,https://www.tripadvisor.com//ShowUserReviews-g60763-d548430-r286537150-Cellar_Bar-New_York_City_New_York.html#REVIEWS,33569,Dance,No,0,124,06,No,Cellar Bar at Bryant Park Hotel,New York City,"40 W. 40th St , New York City , NY", May 2006,3
Donna S,Cellar Bar,06/01,None found,Went here after dinner at the Bryant Park Grill. We had some great martinis and enjoyed the place it is very unique and has a wine cellar feel.,81,Couples,,Ohio,No Age Found,5,https://www.tripadvisor.com//ShowUserReviews-g60763-d548430-r281932430-Cellar_Bar-New_York_City_New_York.html#REVIEWS,8479,Dance,No,0,14,05,Yes,First night in the City,Batavia,"40 W. 40th St , New York City , NY", Sep 2010,4
Jay11771,Cellar Bar,03/01,None found,"We had an awful experience at the Cellar Bar at the hotel. The bartender was paid $350 in cash for drinks for our group and when we sat back down and the drinks never came we went back up to see what happened- the bartender said we never paid! The 'manager' on duty said she would 'handle it' but moments later the bartender disappears and never returns. The manager leads me and my friend into the stairwell, now with two security guards, and claims theres no way to tell what happened and honestly finishes with ""what are you going to do about it?""?!?!?!?! I've never been in a bullying situation but I honestly never want to be again. We left immediately, all of us, it was so crazy. BUT they weren't done! When I looked at my account this morning they had added more money onto one of my already paid bills! This place has quite the scam going and in a way that nasty manager was right- what can you do about it? Basically, I would stay away from the Bryant Park Hotel- New York is too great a place to be wasted spending it with these thugs.",4,Couples,10,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d548430-r263564878-Cellar_Bar-New_York_City_New_York.html#REVIEWS,418,Dance,No,0,18,01,No,They stole my money and claimed it never happened!,Staten Island,"40 W. 40th St , New York City , NY", Nov 2012,2
Kelley C,Cellar Bar,03/01,None found,"We were staying at the Bryant Park Hotel and decided to visit the Cellar Bar prior to going to dinner. We were the first to enter as it opened, got up to the bar and was immediately greeted by Jamie (our bartender). Jamie rocked!!! Made us feel right at home and was very attentive to not just us but all of his customers. HE made the bar special for us and just could not have been a more fantastic guy! Fun place!",30,Couples,,North Carolina, 35-49 year old female ,2,https://www.tripadvisor.com//ShowUserReviews-g60763-d548430-r262881803-Cellar_Bar-New_York_City_New_York.html#REVIEWS,3065,Dance,No,0,5,04,No,Unique and Cool Ambience,Cary,"40 W. 40th St , New York City , NY", Mar 2015,5
DrKatSmith,Cellar Bar,11/01,None found,"The Cellar Bar at the Bryant Park Hotel is the classiest of places with style, ambiance and great service. Located just below the hotel, this spot has great music and mixologists Tashi, Jaime and Christian know how to serve up some tasty drinks. Love the place.",131,Couples,,"Texas, United States", 50-64 year old female ,27,https://www.tripadvisor.com//ShowUserReviews-g60763-d548430-r239352176-Cellar_Bar-New_York_City_New_York.html#REVIEWS,14004,Dance,No,0,34,06,No,Ambiance and Style,Dallas,"40 W. 40th St , New York City , NY", Aug 2013,5
missjean64,Cellar Bar,09/01,None found,"$27 for 2 drinks? Actually 1 shot and 1 drink.... DJ wasn't that great, but the crowd made up for everything else.",61,Couples,,New York, Female ,10,https://www.tripadvisor.com//ShowUserReviews-g60763-d548430-r229343085-Cellar_Bar-New_York_City_New_York.html#REVIEWS,7021,Dance,No,0,26,05,No,First impression,Woodstock,"40 W. 40th St , New York City , NY", Nov 2003,3
mrg0nzalez,Cellar Bar,07/01,None found,"The Cellar Bar in the Hotel Bryant Park is a very nice and appealing space for getting together with friends or co-workers after work or late in the evening. Very spacious and extremely dark with great dance music. Fantastic ambiance late in the evening after 11pm with 2 beautiful female dancers above the bar. My only issue was the prices of the drinks. Happy hour is much easier on the wallet, but it does not have the same feeling as the night time crowd. A great time can be had whenever you choose to go, but keep in mind that prices jump in the evening if you like to throw back some cocktails as much as I do. Cheers!",22,Couples,,New York,Male ,7,https://www.tripadvisor.com//ShowUserReviews-g60763-d548430-r229283245-Cellar_Bar-New_York_City_New_York.html#REVIEWS,2441,Dance,No,0,21,03,No,Great space but thick wallet needed!,New York City,"40 W. 40th St , New York City , NY", Mar 2009,5
Mocha3J,CityTouch Licensed Massage Therapy,07/01,03/24/16,"My teen daughter was finishing up two weeks of dance classes and was very sore. I looked up several highly-rated massage therapists and Rob was very easy to work with and super accommodating (especially considering this was the 4th of July holiday weekend). She absolutely loved her massage - Rob worked wonders on fixing her soreness and she felt so invigorated afterwards. I was quite amazed what just one hour session could do – we definitely will be back. He definitely knows his stuff, and I wish we lived closer so we could go more often. If you're considering CityTouch, just go - you won't regret it! I'm writing this review way late (we went last July 2015) as it had slipped my mind that I'd failed to write one. Hopefully better late than never, and should help others when deciding where to go for a great massage in New York city.",5,Solo,,Connecticut, 35-49 year old male ,8,https://www.tripadvisor.com//ShowUserReviews-g60763-d6375898-r358174213-CityTouch_Licensed_Massage_Therapy-New_York_City_New_York.html#REVIEWS,742,Dance,No,0,2,02,No,"Amazing massage, tops in the city!",Hartford,"242 West 27th Street, Suite 4B , New York City , NY 10001", Apr 2014,5
lazanski,CityTouch Licensed Massage Therapy,10/01,None found,I'm from out of town and a friend recommended Rob for massage. I got in at the time I wanted and had a very relaxing and extremely helpful massage. I hope to see him again the next time I'm in NYC!,8,Solo,,"England, United Kingdom",No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d6375898-r321581942-CityTouch_Licensed_Massage_Therapy-New_York_City_New_York.html#REVIEWS,809,Dance,No,0,9,02,No,Excellent last minute massage,London,"242 West 27th Street, Suite 4B , New York City , NY 10001", Oct 2011,5
Nick A,CityTouch Licensed Massage Therapy,10/01,None found,"Rob is absolutely first-rate - he asked all the right questions to find out what I most needed and found all the spots that were tight as well as some I didn't know about, plus provided some exercises to use going forward. After two weeks of suffering I felt much better",85,Solo,1,Switzerland, 35-49 year old male ,2,https://www.tripadvisor.com//ShowUserReviews-g60763-d6375898-r321142350-CityTouch_Licensed_Massage_Therapy-New_York_City_New_York.html#REVIEWS,8628,Dance,No,0,58,05,No,One of the best massages I've ever had - and the most therapeutically valuable,Champery,"242 West 27th Street, Suite 4B , New York City , NY 10001", Jan 2013,5
artappraiser,CityTouch Licensed Massage Therapy,10/01,None found,I went for neck stiffness/pain. Excellent work. Worth the extra money versus one of the corner places. I used their online appointment calendar and it worked without a hitch. Will go again.,10,Solo,,New York,No Age Found,3,https://www.tripadvisor.com//ShowUserReviews-g60763-d6375898-r320754671-CityTouch_Licensed_Massage_Therapy-New_York_City_New_York.html#REVIEWS,1150,Dance,No,0,5,03,No,Excellent Therapeutic Massage,New York City,"242 West 27th Street, Suite 4B , New York City , NY 10001", Sep 2010,5
DaveyDo,CityTouch Licensed Massage Therapy,08/01,None found,"One of the best massages in the city! Rob is a true professional, responsive and attentive to your body's needs and leaves you feeling so much more relaxed and less stressed. Plus he's very friendly and easy to talk to and his studio is spacious and very well appointed. Can't recommend him enough.",1,Solo,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d6375898-r302813188-CityTouch_Licensed_Massage_Therapy-New_York_City_New_York.html#REVIEWS,100,Dance,No,0,,No Level Found,No,One of the best massages in the city.,,"242 West 27th Street, Suite 4B , New York City , NY 10001", Jul 2007,5
Cramos14,CityTouch Licensed Massage Therapy,05/01,None found,I read over 30 reviews online. Everything was perfect. Rob is an excellent professional. Everything is organized. Booking online is great. He pays attention to detail. The facilities are very clean and hygienic. He is a great talent. I will recommend him with the highest scores.,3,Solo,1,,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d6375898-r272560883-CityTouch_Licensed_Massage_Therapy-New_York_City_New_York.html#REVIEWS,305,Dance,No,0,5,01,Yes,Excellent professional,,"242 West 27th Street, Suite 4B , New York City , NY 10001", Jun 2012,5
