ProviderName,ReviewHelpful,ReviewerAge,ReviewNumPic,ReviewerLocationState,ReviewPicture,ReviewerNumHelpful,ReviewerLevelContrib,ProviderLocation,PointsRate,ReviewerName,ReviewURL,DateVisited,ReviewDate,ReviewText,ReviewType,ReviewerPhotos,ReviewerPoints,ClassType,ReviewerLocationCity,ReviewerGender,ReviewMobile,ReviewerSince,ReviewTitle
The Rockette Experience,,NA,0,Canada,No,61,06,"1260 Avenue of the Americas , New York City , NY",5,FirstCircle,https://www.tripadvisor.com//ShowUserReviews-g60763-d2249831-r340192968-The_Rockette_Experience-New_York_City_New_York.html#REVIEWS,12/01,01/15/16,"There are probably many that walk by Radio City Music Hall on the way to the Rockefeller Center, see the advertisements for the Rockettes, and think that if they had unlimited time and money in New York City that they would eventually get around to going to see them. This was the case for me as well as I had spent 11 days in New York on various visits before I even considered coming to this show. In all honesty though, after having been to the Christmas spectacular, this is a highlight of the city for me. It might seem a bit cheesy, but the show is actually amazingly presented, and while there is definitely an aspect to appeal to children, it was still enjoyable for two adults. I managed to find a decent deal on the tickets as well just by looking around their website, which got us pretty good tickets for about $100, which was one of the more expensive things we did in New York City, but compared to a similar price for the Empire State Building Observation Deck, this was a better deal. In short, its lots of fun, not as childish or corny as you might think, and an NYC institution, so should be on anyone's NYC must-do list.",Group,0,0,Dance,Toronto,NA,No,0,Unexpectedly amazing
The Rockette Experience,,NA,0,NA,No,221,06,"1260 Avenue of the Americas , New York City , NY",5,Gran7,https://www.tripadvisor.com//ShowUserReviews-g60763-d2249831-r338464551-The_Rockette_Experience-New_York_City_New_York.html#REVIEWS,11/01,01/08/16,I can't believe that I finally saw The Rockettes. We went on the first night of the Christmas extravaganza! The show is magnificent. The costumes are so beautiful and the choreography is not to be believed. I will go back again! The stage and props and lighting make the show even better. WOW! The music is also over the top. What a great night in NYC! I still have chills,Group,0,0,Dance,Crossett,NA,No,0,Even Better Than Anticipated
The Rockette Experience,,NA,0,United Kingdom,No,104,06,"1260 Avenue of the Americas , New York City , NY",5,Sean-Joseph D,https://www.tripadvisor.com//ShowUserReviews-g60763-d2249831-r336918575-The_Rockette_Experience-New_York_City_New_York.html#REVIEWS,01/01,01/03/16,"It made me feel all Christmassy all over again. I actually cried at the end. All the costumes, the stage set and lighting were just amazing!!",Group,0,0,Dance,Wakefield,NA,Yes,0,Loved it
The Rockette Experience,,NA,0,NA,No,8,04,"1260 Avenue of the Americas , New York City , NY",5,benny63ralston,https://www.tripadvisor.com//ShowUserReviews-g60763-d2249831-r336094000-The_Rockette_Experience-New_York_City_New_York.html#REVIEWS,12/01,12/30/15,"Wow. Wow. Wow. The timing of the 36 Rockettes during each and every number was. Spectacular in every way possible. The musicians, secondary dancers, he kids and the animals backed up the girls in spectacular fashion. The bus scene was my favourite! Christmas in NYC baby!",Group,0,0,Dance,,NA,Yes,0,Spectacular in every way!
The Rockette Experience,,NA,0,Florida,No,267,06,"1260 Avenue of the Americas , New York City , NY",5,TrvlGrl12,https://www.tripadvisor.com//ShowUserReviews-g60763-d2249831-r335746612-The_Rockette_Experience-New_York_City_New_York.html#REVIEWS,12/01,12/29/15,"Wow! I mean, W.O.W! Having never seen The Rockettes, I only thought I knew what to expect. This show far exceeded my expectations! We ordered our tickets in advance, and even given that, the line to get in was still fairly long albeit pretty organized. We arrived to the line at 9:25pm (for the 10pm show) and were in our seats at 9:50pm (and that even included a restroom break on the way to the seats). Speaking of the restroom, they had a gal directing traffic in the women's restroom. This kept the line moving quickly! I've never seen such an expeditious restroom process like that! As for the show, The Rockettes were truly amazing. How 36 people can dance in unison for 90 minutes like that...I'll never know, but it was truly a feat to watch. The 3D element that was part of the Christmas Spectacular was a fun addition. I'm not sure if they use 3D for their regular shows, but a friend who saw the Christmas Spectacular over 10 years ago said there was no 3D element then. My favorite was the toy soldier segment, but honestly, the entire show kept me entertained from start to finish. I highly recommend this show if you're in NYC for the holidays!",Group,0,0,Dance,Delray Beach,NA,No,0,Truly amazing Christmas Spectacular!
The Rockette Experience,,NA,0,PA,No,27,06,"1260 Avenue of the Americas , New York City , NY",5,CandLO,https://www.tripadvisor.com//ShowUserReviews-g60763-d2249831-r334605955-The_Rockette_Experience-New_York_City_New_York.html#REVIEWS,12/01,12/23/15,"Saw this show years ago and barely remember it. Must have gotten better with time because there is no way I could forget this one. 3d ride with Santa, singing, dancing, live animals... Wonderful!",Group,0,0,Dance,Pittsburgh,NA,Yes,0,Spectacular Christmas show
The Rockette Experience,,NA,0,Texas,No,40,06,"1260 Avenue of the Americas , New York City , NY",5,CC C,https://www.tripadvisor.com//ShowUserReviews-g60763-d2249831-r334587912-The_Rockette_Experience-New_York_City_New_York.html#REVIEWS,12/01,12/23/15,"Haven't seen the Rockettes since as a kid and had low expectations - boy was I wrong - the Christmas spectacular is more than what you can imagine. The show opens up with the famous dancers performing what you expect, but then transitions into an awesome visual and audio experience complete with hundreds of dancing Santas, very sophisticated dance and song numbers, and culminates with the Christmas story tableau that has to be seen to be believed - when the camels, horses, unbelievably dressed wise men, and elephants stroll through you know ""You're Not in Kansas Anymore"" - if you have kids over the age of 2, you MUST put this on your bucket list -",Group,0,0,Dance,Dallas,NA,No,0,Unbelievable Christmas Show - We'll Definitely Do This Again!
The Rockette Experience,,NA,0,Colorado,No,33,05,"1260 Avenue of the Americas , New York City , NY",5,WRES,https://www.tripadvisor.com//ShowUserReviews-g60763-d2249831-r334054990-The_Rockette_Experience-New_York_City_New_York.html#REVIEWS,12/01,12/20/15,"Corny, but a lot of fun! We arrived a half hour early and the line was about 1/2 mile long...I kid you not. When the doors opened the line moved quickly but they do not wait for everyone to get in...the show will start without you. My advice, get in line early.",Group,0,0,Dance,Colorado Springs,NA,No,0,Get there early!
The Rockette Experience,,NA,0,Hawaii,No,9,02,"1260 Avenue of the Americas , New York City , NY",5,Mary33301,https://www.tripadvisor.com//ShowUserReviews-g60763-d2249831-r333849033-The_Rockette_Experience-New_York_City_New_York.html#REVIEWS,12/01,12/19/15,"Great fun! Do not get discouraged by the long line before entering. It moves very fast, and seats are assigned. For that matter, the theater is very well designed and it seems every seat would have a good view. Orchestra seating near the aisle would be nice for children. Santa comes down the aisle from the back, and will sometimes stop and greet a child.",Group,0,0,Dance,Honolulu,NA,No,0,Christmas Spectacular!
Chicago the Musical,,NA,0,Connecticut,No,35,05,"Ambassador Theatre , 219 W. 49th Street , New York City , NY 10019",3,Dave A,https://www.tripadvisor.com//ShowUserReviews-g60763-d1100218-r363754916-Chicago_the_Musical-New_York_City_New_York.html#REVIEWS,04/01,04/12/16,"This show has three classic numbers, ""All that Jazz,"" ""He Had It Coming,"" and ""Cellophane Man."" Beyond that this musical is mundane and slightly boring. I almost fell asleep. Some of the numbers are tired and unimaginative. The dancing routines were ordinary; nothing really exciting about them at all. I cannot recommend this show at all. I was in the city for a few days and saw four shows. This was by far the worst. In fact, it was the only one that wasn't terrific. The set design is static and doesn't change the entire play. I would not recommend this show.",Solo,0,0,Dance,New Britain,NA,No,0,Huge disappointment
Chicago the Musical,,NA,0,United Kingdom,No,3,04,"Ambassador Theatre , 219 W. 49th Street , New York City , NY 10019",4,Miki-jay P,https://www.tripadvisor.com//ShowUserReviews-g60763-d1100218-r357023732-Chicago_the_Musical-New_York_City_New_York.html#REVIEWS,03/01,03/20/16,"To begin with when I was taken inside the theatre, I was rather taken aback at the seemingly old fashioned aspect. Certainly not the place to see a long running show. That's where the details fade and the magic of the show takes over. The cast were magnificent, and there-enactment of the era was superb. I was enthralled by the whole magical experience, the cast interacted with the audience and even the conductor joined in with raising the audience to enact. All in all, I enjoyed the show and was sorry when the lights went up at the end.",Solo,0,0,Dance,Worcester,NA,No,0,olde world theatre
Chicago the Musical,,NA,0,Australia,No,10,04,"Ambassador Theatre , 219 W. 49th Street , New York City , NY 10019",4,Andi448,https://www.tripadvisor.com//ShowUserReviews-g60763-d1100218-r355438378-Chicago_the_Musical-New_York_City_New_York.html#REVIEWS,03/01,03/14/16,"Playing in the 95 year old Ambassador Theatre, Chicargo whips the audience up into a whooping, clap a long frenzy. Powerful singing, interesting set design, fab orchestra, and a hilarious water boy selling 10oz cups of wine and $5 bottles of water (tip: they're $1 outside). Seats are small and narrow since its an old theatre but it all adds to the atmosphere.",Solo,0,0,Dance,Melbourne,NA,Yes,0,An oldie but a goodie
Chicago the Musical,,NA,0,India,No,1,04,"Ambassador Theatre , 219 W. 49th Street , New York City , NY 10019",5,Anup0112,https://www.tripadvisor.com//ShowUserReviews-g60763-d1100218-r351629146-Chicago_the_Musical-New_York_City_New_York.html#REVIEWS,12/01,02/28/16,Lives up the hype and goes beyond! The first musical that I've experienced but its gonna take a lot for another show to beat this.,Solo,0,0,Dance,Mumbai (Bombay),NA,No,0,Amazing!
Chicago the Musical,1,NA,0,NA,No,11,03,"Ambassador Theatre , 219 W. 49th Street , New York City , NY 10019",5,Marc C,https://www.tripadvisor.com//ShowUserReviews-g60763-d1100218-r324026476-Chicago_the_Musical-New_York_City_New_York.html#REVIEWS,10/01,11/02/15,"I decided to see Chicago at the last minute- I've always loved the songs but didn't particularly love the film. But hey, it's Bob Fosse, and in the absence of Cabaret, I took myself to TKTS and got a ticket. I'm a hardcore Broadway fan but even I'll admit that occasionally, shows can drag. You're in there for two to three hours and sometimes your mind wanders and you start thinking about dinner. Not at Chicago. The action, jokes and songs are non-stop; even when you think a slow ballad is coming, it turns out to have rude lyrics that get the audience giggling. A unique aspect of Chicago on Broadway is the incredibly interactive role of the orchestra. In most shows, this essential yet (literally) overlooked aspect of the production is hidden below the stage- some audience members might even remain unaware that in every show, the music is live. In Chicago, the orchestra sit on tiers at the rear of the stage, fully visible at all times; the conductor even takes part in the narrative as a character in several moments where the ""fourth wall"" is broken. Audiences love this kind of interaction, I find- we love to be part of the show. So, setting Chicago apart from other shows somewhat, the outstanding jazz orchestra make it a real music-lovers' event as well as, essentially, a dramatic and comic play. The show is also great for any enthusiasts of dance, with immaculately choreographed routines ranging from Charleston to burlesque and vaudeville. I was lucky enough to see Rumer Willis in the role of Roxy but the rest of the cast are longstanding and as such have perfected their ensemble roles- 20 or so actors play 40 or so characters. Finally, Chicago's 49th St location can't be beaten: it's one minute from TKTS at Times Square. So if it gets to 7.30pm and you're unsure what to do for a couple of hours, I urge you to go to Chicago, and razzle dazzle 'em.",Solo,0,0,Dance,Durham,NA,No,0,"Fast-paced, feisty fun- and all that jazz."
Chicago the Musical,,NA,0,NA,No,49,04,"Ambassador Theatre , 219 W. 49th Street , New York City , NY 10019",4,candygirl70,https://www.tripadvisor.com//ShowUserReviews-g60763-d1100218-r285614717-Chicago_the_Musical-New_York_City_New_York.html#REVIEWS,06/01,07/04/15,"I went to see this play on June 19, and I must say I was vey pleased with the performance. I never saw any productions of Chicago before so I didn't know what to expect but I'm so glad I decided to go. Brandy was excellent as Roxie Hart as well as all the other performers. The vocals on these performers were top notch. My only cons for this show is the set. When the other performers are not performing they sit on the stage on the side,egich looks very weird.",Solo,0,0,Dance,,NA,No,0,Fabulous Performance
Chicago the Musical,,NA,0,Texas,No,33,03,"Ambassador Theatre , 219 W. 49th Street , New York City , NY 10019",5,AustinTexas1961,https://www.tripadvisor.com//ShowUserReviews-g60763-d1100218-r282951027-Chicago_the_Musical-New_York_City_New_York.html#REVIEWS,06/01,06/25/15,"I saw ""Chicago"" on Broadway on Monday, June 8, 2015. It was a fantastic show! Brandy Norwood played a soulful Roxie, with the ever fabulous Terra C MacLeod as Velma Kelly. The entire ensemble played with so much energy! I first saw the show on St. Patrick's Day 2011. Since then, it's my favorite musical. I try to go to the Texas stops when the show is touring. Many, many shows have come and gone, but ""Chicago"" endures. It's like the Energizer Bunny of Broadway musicals. There are short clips available on a certain Internet site, so you can see what it's all about. This show is intended for older teens and adults....no young ones. The Ambassador Theatre is located near the intersection of 49th St. and 8th Avenue in New York City. Go see it, you'll be glad you did!",Solo,0,0,Dance,Austin,NA,No,0,"""It's Good...Isn't Grand...Isn't Great.."""
Chicago the Musical,,NA,0,Australia,No,39,05,"Ambassador Theatre , 219 W. 49th Street , New York City , NY 10019",3,JeffK191,https://www.tripadvisor.com//ShowUserReviews-g60763-d1100218-r273725271-Chicago_the_Musical-New_York_City_New_York.html#REVIEWS,04/01,05/21/15,"I have always wanted to see this musical and finally had the opportunity but felt it all kind of fell flat. I wasn't really a fan of the story, its hard to show empathy for fame hungry killers. I found the performances a little lacklustre like they were just going through the motions. I guess it is still a must-see but there are better shows out there in Broadway.",Solo,0,0,Dance,Sydney,NA,No,0,A classic but falls short
Chicago the Musical,1,NA,0,Argentina,No,15,05,"Ambassador Theatre , 219 W. 49th Street , New York City , NY 10019",5,lucrecia d,https://www.tripadvisor.com//ShowUserReviews-g60763-d1100218-r242833099-Chicago_the_Musical-New_York_City_New_York.html#REVIEWS,11/01,12/03/14,I saw some other musicals in Nyc and other cities but Chicago was really great. The 2 principal actresses were amazing. You can understand the play very well although you don't understand the language. Recommended!!!,Solo,0,0,Dance,Buenos Aires,NA,No,0,excellent
Chicago the Musical,1,NA,0,NA,No,46,05,"Ambassador Theatre , 219 W. 49th Street , New York City , NY 10019",5,jmcneil771,https://www.tripadvisor.com//ShowUserReviews-g60763-d1100218-r241246946-Chicago_the_Musical-New_York_City_New_York.html#REVIEWS,11/01,11/24/14,"What a great night last night! They brought back the leads from 15 years ago and interspersed them with the current cast. Current casting is interesting and talented. Bisnca Narroquin did a quirky Roxie while Amra-Faye Wright is a classic Fosse dancer. The clean dark staging has held up well, proving that a program that focuses on performers, book and music rather than glitz and gimmick still works for an audience that ""gets"" theater. The show had the audience on their feet multiple times last night especially seeing Reinking and Neuwirth together in the final number. This one goes down in my list of very special theatrical experiences.",Solo,0,0,Dance,Maryland,NA,No,0,Fifteenth Anniversary Performance
Chicago the Musical,,NA,0,NA,No,4,03,"Ambassador Theatre , 219 W. 49th Street , New York City , NY 10019",4,Ian M,https://www.tripadvisor.com//ShowUserReviews-g60763-d1100218-r357129576-Chicago_the_Musical-New_York_City_New_York.html#REVIEWS,03/01,03/20/16,"Really enjoyed the show, after purchasing the tickets online through the Today Tix app. Met the representative outside the theatre as promised to collect our tickets. The theatre is small and the seats are even smaller. Not much leg room at all. The snacks for sale, require you to remortgage your house should you want any (M&M's, Skittles and a water, $15????????). This aside, the show was very good indeed. With the theatre being nice and compact, every seat in the theatre has a great view of the stage. Thoroughly enjoyed.",Group,0,0,Dance,,NA,No,0,Great Show
Chicago the Musical,,NA,0,NA,No,8,02,"Ambassador Theatre , 219 W. 49th Street , New York City , NY 10019",5,Jacquelinjames,https://www.tripadvisor.com//ShowUserReviews-g60763-d1100218-r353834972-Chicago_the_Musical-New_York_City_New_York.html#REVIEWS,03/01,03/08/16,"I've never been to a Broadway show before, but it certainly delivered. I didn't recognize any of the actors in the credits until a friend's mom reminded us Paige Davis was on the TLC channel's Trading Spaces! She did an amazing job. The theater was great. I can't imagine there is a bad seat in the house. It's also beautiful with the grand chandelier's and fixtures. Seats are small, but they don't need to be big for what you're there for. The wine is expensive ($20), but it get's you two glasses worth and comes in a commemorative cup that you can reuse for discounts on future drings.",Group,0,0,Dance,,NA,No,0,Stunning Show!
Chicago the Musical,,NA,0,New Jersey,No,3,03,"Ambassador Theatre , 219 W. 49th Street , New York City , NY 10019",1,Barbi06,https://www.tripadvisor.com//ShowUserReviews-g60763-d1100218-r352844029-Chicago_the_Musical-New_York_City_New_York.html#REVIEWS,03/01,03/04/16,"From the opening til the bows at the end the lead actresses just didn't connect with audience. I've been to 20-25 shows in USA, London and Las Vegas and this is the first show that they did not get a standing ovation at the end. Those who stood stood alone or people near them one by one out of being uncomfortable stood up. No one leaped to their feet at the end. The side actors that sat in seats looked so bored. The football turned actor did a poor acting job. The only funny and interesting one was the husband who got cheated on. So sad. I cannot figure out how this lasted so long on Broadway?",Group,0,0,Dance,Hammonton,NA,Yes,0,The worse Broadway show I've ever seen.
Chicago the Musical,,NA,0,NA,No,64,05,"Ambassador Theatre , 219 W. 49th Street , New York City , NY 10019",1,Edinburghtwoplusone,https://www.tripadvisor.com//ShowUserReviews-g60763-d1100218-r351674058-Chicago_the_Musical-New_York_City_New_York.html#REVIEWS,02/01,02/28/16,"The theatre is tiny, no bar or area to have a drink pre the start or at the interval. The only drink you can buy is in a plastic cup at 48 dollars for 2 glasses of red wine. I use the word red wine loosely as it was the cheapest I have ever tasted. The actual show had no costume changes and due to the location of the orchestra (on stage) there were no scene/set changes either. Everything about it just screamed saving money and ripping you off. For a Broadway show this is just not good enough. Save your money, watch the DVD and pick a show in a proper theatre instead.",Group,0,0,Dance,scotland,NA,Yes,0,Just awful
Chicago the Musical,,NA,0,Spain,No,10,05,"Ambassador Theatre , 219 W. 49th Street , New York City , NY 10019",5,Rub-86,https://www.tripadvisor.com//ShowUserReviews-g60763-d1100218-r351404612-Chicago_the_Musical-New_York_City_New_York.html#REVIEWS,05/01,02/27/16,We love the musicals and we can say that this is one of the best that I have never seen. We take a last minute offer and we enjoy a 20% off. We highly recommend it!!,Group,0,0,Dance,Madrid,NA,Yes,0,Amazing!!
Chicago the Musical,1,NA,0,Maine,No,3,03,"Ambassador Theatre , 219 W. 49th Street , New York City , NY 10019",1,AuntPenguin,https://www.tripadvisor.com//ShowUserReviews-g60763-d1100218-r350448265-Chicago_the_Musical-New_York_City_New_York.html#REVIEWS,02/01,02/23/16,"I have seen better high school performances. Did Eddie George pay to get that role. He is former NFL. He is not Broadway worthy. The lead female roles were played by old old actresses. They were ""good for their ages"" but really. I spent $$$ to see broadway quality not talent night at the nursing home. The only quality was the orchestra, however the set really sucked too. I first say Chicago at the Maine State Theater in Brunswick, Maine. It became my favorite. I was so looking forward to seeing it on Broadway. The whole cast apparently had to ""dummy"" down. I know the lesser performers had to be excellent or the wouldn't have been hired; what has happened to Broadway?",Group,0,0,Dance,Chebeague Island,NA,Yes,0,Bad
Chicago the Musical,4,NA,0,The Netherlands,No,4,02,"Ambassador Theatre , 219 W. 49th Street , New York City , NY 10019",1,gekgansje,https://www.tripadvisor.com//ShowUserReviews-g60763-d1100218-r349018564-Chicago_the_Musical-New_York_City_New_York.html#REVIEWS,02/01,02/18/16,"This performance was so incredibly subpar for a Broadway production. The only thing setting it apart from a high school/college performance was the full orchestra (and price of admittance!). The acting was mediocre (at best), the choreography was weak, the singing was strained, the set was very underwhelming, and I could go on. There were no redeeming aspects for this show. The cast seemed to run on autopilot and lacked any pizazz. Such a shame. Seriously, pick ANY other show!",Group,0,0,Dance,The Hague,NA,Yes,0,Not Broadway-worthy
Chicago the Musical,,NA,0,Minnesota,No,13,05,"Ambassador Theatre , 219 W. 49th Street , New York City , NY 10019",5,T B,https://www.tripadvisor.com//ShowUserReviews-g60763-d1100218-r348066952-Chicago_the_Musical-New_York_City_New_York.html#REVIEWS,02/01,02/15/16,I was surprised for Valentines day with tickets to see the Chicago Musical. It was amazing!!! The show was approx. 2 hrs. It reminded me just of the movie but even better. The actors/actresses were so great. The singing & dancing was phenomenal. I would def. Go see this show again! For tickets- it was $190 for 2. But so worth the money! I would def. Go back to see this show again! Highly recommend!!,Group,0,0,Dance,Minneapolis,NA,Yes,0,Must see!!! Loved it!!!
Chicago the Musical,,NA,0,United Kingdom,No,7,03,"Ambassador Theatre , 219 W. 49th Street , New York City , NY 10019",5,HolidayReview788,https://www.tripadvisor.com//ShowUserReviews-g60763-d1100218-r344988913-Chicago_the_Musical-New_York_City_New_York.html#REVIEWS,02/01,02/04/16,"It was our first show on Broadway and we were really impressed. Quite a small theatre but I preferred it this way. Midweek show so wasn't full either. We loved the fact the orchestra took up the centre of the stage and they played fantastically. Great dancing from the actors and the plot was good and easy to follow from someone who didn't know much about the show beforehand. Plenty of laughs, but very dramatic too. Great contrast. Would recommend to couples, but maybe not families with young children. The only negatives are the price of snacks ($5 dollars for a tiny bottle of water-beware) and the theatre (which is beautiful) needs decorating-paint chipping off all the walls and mould covering some of the ceiling, it's a shame because the theatre is stunning, it just needs renovating.",Group,0,0,Dance,Reading,NA,Yes,0,Wonderful first show to see on Broadway
Chicago the Musical,,NA,0,Connecticut,No,19,05,"Ambassador Theatre , 219 W. 49th Street , New York City , NY 10019",4,Jim K,https://www.tripadvisor.com//ShowUserReviews-g60763-d1100218-r344096136-Chicago_the_Musical-New_York_City_New_York.html#REVIEWS,01/01,01/31/16,"We chose this play almost at random - we had seen that it had been on Broadway for several years and thought it would be good for a couples weekend. Excellent dancing, singing, and delivery - they even had Eddie George (former NFL All Pro) in a starring role! Amazing! But the story itself was sort of hard to follow. Still, I would recommend it for a good Broadway experience.",Group,0,0,Dance,Fairfield,NA,No,0,"Superb performances, great music! Plot a little hard to follow."
Sony Wonder Technology Lab,4,NA,0,New York,No,34,06,"56th Street & Madison Avenue , New York City , NY 10022",5,badbaruch57,https://www.tripadvisor.com//ShowUserReviews-g60763-d106183-r353178194-Sony_Wonder_Technology_Lab-New_York_City_New_York.html#REVIEWS,03/01,03/05/16,Lots of technological gadgets. Fun store. Starbucks is next door. I can hang in there all day long I highly recommend.,Solo,0,0,Dance,New York City,NA,Yes,0,Fun place.
Sony Wonder Technology Lab,1,NA,0,New York,No,15,04,"56th Street & Madison Avenue , New York City , NY 10022",4,Kitty64HKG,https://www.tripadvisor.com//ShowUserReviews-g60763-d106183-r142256301-Sony_Wonder_Technology_Lab-New_York_City_New_York.html#REVIEWS,10/01,10/07/12,"The Sony Wonder Technology Lab Theater offers free movie screening to the public. On their website, they ask public to call them first in order to reserve a seat, in which I did. But, I didn't receive a call back from them. Anyway, I went there as I planned, and got there around 12:15 pm yesterday on Oct 6. I told them about my situation, and they just gave me a ticket, and let me in to watch the ""ICONS OF HORROR: BORIS KARLOFF - DOUBLE FEATURE, Directed by Nick Grinde and Lew Landers "". I enjoyed both short stories, the story plots were scary and fun. As far as I know they are having both new and old movies on their screening list, including ""Hunger Games, Direct by Gary Ross"". Too bad I missed the ""Hunger Games"" last time! For me, the Sony Wonder Technology Lab Theater is definitely one of the good picks for movie goers.",Solo,0,0,Dance,New York City,NA,No,0,Free Movies
Sony Wonder Technology Lab,,NA,0,New York,No,,0,"56th Street & Madison Avenue , New York City , NY 10022",4,krane l,https://www.tripadvisor.com//ShowUserReviews-g60763-d106183-r132275857-Sony_Wonder_Technology_Lab-New_York_City_New_York.html#REVIEWS,02/01,06/18/12,Learning is good and all but my question is if they have like Sony games for u to play or is it just learning,Solo,0,0,Dance,Howard Beach,NA,No,0,help please
Sony Wonder Technology Lab,,NA,0,United Kingdom,No,33,05,"56th Street & Madison Avenue , New York City , NY 10022",2,mgorecki,https://www.tripadvisor.com//ShowUserReviews-g60763-d106183-r323582365-Sony_Wonder_Technology_Lab-New_York_City_New_York.html#REVIEWS,11/01,11/01/15,This place won't be entertainng for anyone over 7 years old. There's no cutting egde technology and the interactive exhibits are very infantile.,Group,0,0,Dance,Hornchurch,NA,Yes,0,For very young kids only
Sony Wonder Technology Lab,2,NA,0,New York,No,29,06,"56th Street & Madison Avenue , New York City , NY 10022",5,pstoehr,https://www.tripadvisor.com//ShowUserReviews-g60763-d106183-r299673408-Sony_Wonder_Technology_Lab-New_York_City_New_York.html#REVIEWS,08/01,08/15/15,"Took our about to enter 5th grade grandson on a recent Saturday. The museum is free, just reserve a spot by calling two weeks in advance. There are 4 floors of interactive exhibits-programming a robot, making a movie trailer, performing as news anchor/ field reporter on film, playing video games on large screens, etc. There are also 90 minute movies, which did not interest us. Visit takes about 2 hours. Very enjoyable.",Group,0,0,Dance,Babylon,NA,No,0,"Fun for grown-ups,too"
Sony Wonder Technology Lab,2,NA,0,Texas,No,8,03,"56th Street & Madison Avenue , New York City , NY 10022",5,Joanne T,https://www.tripadvisor.com//ShowUserReviews-g60763-d106183-r281225235-Sony_Wonder_Technology_Lab-New_York_City_New_York.html#REVIEWS,07/01,06/18/15,"My husband and I had a great time visiting here. There are lots of pieces of technology to play with, from remote controlled cars, to a surgical simulator, to making your own movie trailer. It's a great free way to spend a few hours in the city.",Group,0,0,Dance,Dallas,NA,No,0,Not just for kids!
Sony Wonder Technology Lab,1,NA,0,Virginia,No,4,02,"56th Street & Madison Avenue , New York City , NY 10022",4,Carol S,https://www.tripadvisor.com//ShowUserReviews-g60763-d106183-r154513904-Sony_Wonder_Technology_Lab-New_York_City_New_York.html#REVIEWS,03/01,03/14/13,Teenagers will love this place. It's very interactive and have video games to play. It was interesting and FREE!,Group,0,0,Dance,Herndon,NA,No,0,Take your kids here
Sony Wonder Technology Lab,1,NA,0,NA,No,124,06,"56th Street & Madison Avenue , New York City , NY 10022",4,mariettaseller,https://www.tripadvisor.com//ShowUserReviews-g60763-d106183-r152812596-Sony_Wonder_Technology_Lab-New_York_City_New_York.html#REVIEWS,01/01,02/22/13,"But other than that we had a great time. If youre prepared for a ton of kiddos running around and screaming you get to enjoy some great technology yourself. While youre waiting hang out in the basement of the sony store (across the plaza) and play new video games, check out the sound system and television, and enjoy the laptops/computer work stations that are new on the market. A free attraction that is definitely worth some time in NYC!",Group,0,0,Dance,New England,NA,No,0,A lot of kids
Kinky Boots on Broadway,,NA,0,United Kingdom,No,33,05,"302 West 45th Street , New York City , NY 10036",4,Pauline L,https://www.tripadvisor.com//ShowUserReviews-g60763-d3974151-r360387234-Kinky_Boots_on_Broadway-New_York_City_New_York.html#REVIEWS,03/01,03/31/16,I went alone because my husband and son went to watch basketball and I LOVED it. My only complaint....the English accents weren't very good but I expect the American's say that about our actors at times. I did live the glitz and glamour and the singing and dance routines were fun. Glad I saw it on Broadway,Solo,0,0,Dance,Basingstoke,NA,Yes,0,Flamboyant Comedic Musical Ectracaganza
Kinky Boots on Broadway,,NA,0,NA,No,14,04,"302 West 45th Street , New York City , NY 10036",5,Richard E,https://www.tripadvisor.com//ShowUserReviews-g60763-d3974151-r354958445-Kinky_Boots_on_Broadway-New_York_City_New_York.html#REVIEWS,03/01,03/13/16,"Being a quiet Englishman in New York! and going to my first Broadway show, didn't really expect the all embracing enthusiasm of the audience, this was very much part of the experience. Great show with fantastic singing and dancing well worth a visit.",Solo,0,0,Dance,,NA,Yes,0,New Experience
Kinky Boots on Broadway,,NA,0,Ohio,No,110,06,"302 West 45th Street , New York City , NY 10036",5,luckyno39,https://www.tripadvisor.com//ShowUserReviews-g60763-d3974151-r354956112-Kinky_Boots_on_Broadway-New_York_City_New_York.html#REVIEWS,03/01,03/13/16,"This is a must see show! The cast grows on you throughout the show and the story line is great. Wayne Brady is amazing as Lola and the Angels are a sight to be seen! Beautiful theater! Get outside as soon as the show is over and wait at the barricades, the cast will eventually come out and sign autographs. So exciting!",Solo,0,0,Dance,Cincinnati,NA,Yes,0,Loved it!
Kinky Boots on Broadway,,NA,0,Illinois,No,,01,"302 West 45th Street , New York City , NY 10036",5,Sherilyn44,https://www.tripadvisor.com//ShowUserReviews-g60763-d3974151-r343634013-Kinky_Boots_on_Broadway-New_York_City_New_York.html#REVIEWS,01/01,01/29/16,Terrific talent telling a great story in a extremely entertaining way! Actors were wonderful and the set was well done. This is a beautiful theatre too.,Solo,0,0,Dance,Bloomington-Normal,NA,No,0,Loved it!
Kinky Boots on Broadway,,NA,0,NA,No,40,06,"302 West 45th Street , New York City , NY 10036",5,Eeepee98,https://www.tripadvisor.com//ShowUserReviews-g60763-d3974151-r340889613-Kinky_Boots_on_Broadway-New_York_City_New_York.html#REVIEWS,01/01,01/18/16,"I was in New York for a conference and decided to see this. What a great choice. I was a single and was able to get a perfect seat last minute. I loved the music and dancing, and crowd really got into it. By the final curtain, the house was on their feet clapping to the music!",Solo,0,0,Dance,New Hampshire,NA,Yes,0,Loved this Very Fun Show!
